GeneID	cat	group	phylalist	orderlist	genuslist	specieslist
BKHAPHKO_01511	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, congonensis, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01512	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_01513	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01514	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens, distasonis
BKHAPHKO_01515	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, congonensis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens
BKHAPHKO_01516	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01517	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01518	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01519	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01520	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01521	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01522	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01523	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01524	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Alistipes, Bacteroides	onderdonkii, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01525	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01526	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01527	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01528	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Phocaeicola	finegoldii, fragilis, intestinigallinarum, ovatus, sp., vulgatus
BKHAPHKO_01529	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Phocaeicola	caecimuris, congonensis, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens, vulgatus
BKHAPHKO_01530	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	intestinigallinarum, ovatus, sp.
BKHAPHKO_01531	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01532	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01533	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01534	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01535	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01536	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_01537	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_01538	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, faecis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01539	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01540	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, bouchesdurhonensis, caccae, caecimuris, faecis, finegoldii, fragilis, intestinigallinarum, neonati, nordii, oleiciplenus, ovatus, pyogenes, salyersiae, sp., thetaiotaomicron, xylanisolvens
BKHAPHKO_01541	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caccae, finegoldii, ovatus, sp.
BKHAPHKO_01542	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, faecis, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens
BKHAPHKO_01543	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp.
BKHAPHKO_01544	multiphyla	Bacteria	Bacteroidetes, Firmicutes	Bacteroidales, Erysipelotrichales	Bacteroides, Catenibacterium, Phocaeicola	caecigallinarum, fragilis, helcogenes, intestinigallinarum, ovatus, sp., mitsuokai, salanitronis
BKHAPHKO_01545	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01546	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_01547	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_01548	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_01549	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, sp., xylanisolvens
BKHAPHKO_01550	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_01551	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_01552	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Phocaeicola	finegoldii, ovatus, sp., xylanisolvens, vulgatus
BKHAPHKO_01553	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01554	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01555	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_01556	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01557	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01558	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01559	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01560	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01561	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01562	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01563	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01564	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01565	multiphyla	Bacteria	Bacteroidetes, Firmicutes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01566	multiphyla	Bacteria	Bacteroidetes, Firmicutes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01567	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01570	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	faecis, sp., xylanisolvens
BKHAPHKO_01571	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	faecis, sp., xylanisolvens
BKHAPHKO_01572	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, faecis, sp., xylanisolvens
BKHAPHKO_01574	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, faecis, sp., xylanisolvens
BKHAPHKO_01575	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, faecis, sp., xylanisolvens
BKHAPHKO_01576	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, faecis, sp., xylanisolvens
BKHAPHKO_01577	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, faecis, sp., xylanisolvens
BKHAPHKO_01578	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01579	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, faecis, sp., xylanisolvens
BKHAPHKO_01580	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, faecis, sp., xylanisolvens
BKHAPHKO_01581	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, faecis, sp., xylanisolvens
BKHAPHKO_01582	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Odoribacter	cellulosilyticus, sp., xylanisolvens
BKHAPHKO_01583	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Odoribacter	cellulosilyticus, faecis, sp., xylanisolvens
BKHAPHKO_01584	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01585	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, sp., xylanisolvens
BKHAPHKO_01587	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01588	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01589	multiphyla	Bacteria	Bacteroidetes, Firmicutes	Bacteroidales	Bacteroides, Parabacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01590	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01591	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01592	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01593	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01594	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01595	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, caecimuris, congonensis, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01597	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01598	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01599	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01600	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01601	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_01602	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, sp., xylanisolvens
BKHAPHKO_01603	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
BKHAPHKO_01604	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01605	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, faecalis, faecichinchillae, faecis, finegoldii, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens
BKHAPHKO_01606	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, congonensis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens, zhangwenhongi
BKHAPHKO_01607	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, sp., xylanisolvens
BKHAPHKO_01608	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01609	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01610	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01611	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	congonensis, sp., xylanisolvens
BKHAPHKO_01612	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01613	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01614	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01615	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01616	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01617	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01618	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01619	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01620	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01621	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01622	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01623	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01624	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01625	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01626	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01627	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01628	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01629	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01630	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01631	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01632	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, sp., xylanisolvens
BKHAPHKO_01633	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01634	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, intestinigallinarum, sp., xylanisolvens
BKHAPHKO_01635	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_01636	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01637	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01638	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
BKHAPHKO_01639	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01640	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01641	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01642	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01643	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_01645	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01646	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01647	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01648	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens, zhangwenhongi
BKHAPHKO_01649	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01650	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01651	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, fragilis, ovatus, sp.
BKHAPHKO_01652	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, fragilis, ovatus, sp., xylanisolvens, zhangwenhongi
BKHAPHKO_01653	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01654	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01655	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01656	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01657	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01658	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01659	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01660	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01661	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01662	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01663	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01664	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01666	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia, Parabacteroides	caccae, ovatus, sp., thetaiotaomicron, xylanisolvens, coli, distasonis
BKHAPHKO_01668	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01669	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01670	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01671	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01672	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01673	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01674	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01675	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01676	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01677	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01678	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01679	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01680	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01681	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01682	multiphyla	Bacteria	Bacteroidetes, Firmicutes	Bacteroidales, Oscillospirales	Bacteroides, Pseudoflavonifractor	ovatus, sp., xylanisolvens
BKHAPHKO_01683	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01684	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01685	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01686	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
